Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group,Id
9.02,Medium,F,No,45,0,0,1,0,0,0,0,916
4.78,Medium,F,No,29,0,0,0,0,1,0,0,917
8.61,Long,M,Yes,44,0,0,0,0,0,0,0,918
2.68,Long,F,No,37,1,0,0,0,0,0,0,919
6.92,Long,M,No,23,0,0,0,0,0,0,0,920
2.36,Medium,M,No,33,1,1,0,0,0,1,0,921
9.6,Medium,F,Yes,36,0,1,0,0,0,0,0,922
7.15,Short,M,No,29,1,1,1,0,1,0,1,923
8.58,Long,M,No,33,0,0,0,0,0,0,1,924
6.27,Medium,F,Yes,50,0,0,0,0,1,0,0,925
6.66,Medium,M,Yes,29,0,0,0,0,1,0,0,926
8.94,Medium,M,Yes,43,0,0,0,0,1,0,0,927
8.77,Short,F,No,37,0,1,1,0,1,1,0,928
2.93,Long,M,No,22,0,0,0,0,0,0,1,929
2.38,Short,F,No,47,0,0,0,0,1,0,1,930
7.22,Long,F,No,20,1,1,0,0,1,1,0,931
3.96,Medium,F,Yes,37,0,0,0,0,0,0,0,932
10.02,Short,F,No,33,0,0,0,0,0,1,0,933
7.72,Long,M,No,53,1,1,0,0,0,1,1,934
8.83,Long,M,No,40,0,0,1,0,1,1,0,935
9.32,Long,F,No,25,1,0,0,0,0,0,0,936
6.65,Long,M,Yes,39,0,0,0,0,0,0,0,937
2.22,Medium,F,No,28,0,0,0,0,0,1,0,938
3.32,Long,F,No,52,0,0,0,0,1,0,0,939
3.61,Short,F,No,47,0,1,0,0,0,1,0,940
6.59,Long,F,Yes,35,0,0,0,0,0,0,0,941
9.05,Short,F,Yes,50,0,1,0,0,0,1,0,942
6.54,Medium,M,No,45,0,0,0,0,0,0,0,943
7.28,Long,M,No,33,0,1,0,0,1,1,0,944
9.73,Long,M,No,51,0,0,0,0,0,1,1,945
2.64,Short,F,No,49,1,0,1,0,0,1,0,946
4.8,Long,F,Yes,22,1,1,0,1,0,1,1,947
6.33,Medium,M,No,32,1,1,1,0,1,0,1,948
6.4,Long,F,Yes,50,1,1,1,0,0,0,1,949
7.89,Medium,M,Yes,40,0,0,0,1,0,0,0,950
6.88,Short,M,No,31,0,0,0,0,0,0,1,951
4.11,Medium,F,No,36,0,0,0,0,0,1,1,952
2.43,Long,F,Yes,36,0,0,0,0,0,0,0,953
3.21,Medium,M,No,45,0,1,0,0,0,1,0,954
8.93,Long,M,Yes,44,0,0,0,0,0,1,0,955
3.69,Short,F,No,46,1,1,0,0,0,1,0,956
7.25,Short,F,Yes,31,0,1,0,0,1,1,0,957
6.66,Medium,M,No,51,0,0,0,0,1,0,1,958
9.57,Long,M,Yes,34,1,0,0,0,0,1,1,959
4.43,Medium,F,Yes,35,0,0,0,0,0,1,0,960
5.02,Long,M,No,35,1,1,0,0,0,1,0,961
2.53,Short,M,No,55,0,1,1,0,0,0,1,962
5.81,Long,F,No,42,1,1,1,0,0,1,0,963
3.86,Long,F,Yes,22,1,0,0,1,1,1,0,964
7.76,Long,F,No,50,0,0,0,0,0,0,0,965
5.51,Medium,M,Yes,37,0,1,0,0,0,1,0,966
4.1,Short,M,No,24,1,0,0,0,0,1,0,967
2.7,Medium,F,Yes,32,0,0,0,0,0,0,0,968
5.79,Medium,M,No,26,1,0,1,0,0,0,0,969
9.53,Medium,M,No,24,0,0,0,0,0,0,1,970
4.37,Medium,F,Yes,27,1,0,0,0,0,0,0,971
8.83,Short,F,No,49,0,0,0,0,0,0,0,972
4.49,Medium,M,No,40,1,1,0,0,0,1,0,973
7.78,Medium,M,No,36,0,0,0,0,1,0,0,974
3.52,Medium,F,No,25,1,1,0,0,0,1,1,975
10.05,Long,F,Yes,21,0,0,0,0,0,0,0,976
9.02,Medium,F,No,23,1,0,0,0,0,0,0,977
6.83,Medium,M,Yes,40,1,1,0,0,0,1,0,978
5.97,Long,F,No,40,1,0,1,0,1,0,0,979
6.16,Long,F,Yes,37,0,0,1,0,1,1,0,980
6.83,Long,M,Yes,44,1,0,0,0,0,0,0,981
2.51,Long,F,No,24,1,0,1,0,0,0,0,982
2.99,Short,M,No,31,1,1,1,0,0,1,0,983
7.24,Short,M,Yes,30,0,1,0,0,0,0,1,984
5.05,Long,F,No,23,0,0,0,0,1,0,0,985
7.45,Long,F,No,24,0,0,0,0,0,0,0,986
3.03,Long,M,No,26,1,1,0,0,0,1,0,987
6.63,Short,F,No,36,0,1,0,0,0,0,0,988
8.57,Short,F,Yes,44,1,1,0,1,0,1,0,989
3.1,Medium,M,No,32,0,0,0,0,0,0,0,990
6.71,Short,M,No,52,1,0,0,0,0,1,0,991
9.73,Medium,M,Yes,52,1,1,0,0,1,0,0,992
5.18,Medium,M,Yes,26,1,1,1,0,1,1,0,993
9.74,Medium,M,No,32,0,0,0,0,0,0,0,994
9.16,Long,M,No,36,1,0,0,0,0,0,0,995
7.48,Long,M,No,32,0,0,0,0,0,0,0,996
2.84,Short,F,No,27,1,1,1,0,1,1,0,997
5.87,Long,M,Yes,48,0,0,0,0,1,0,1,998
7.04,Medium,F,Yes,46,1,1,1,0,0,1,0,999
6.29,Medium,M,No,29,0,0,0,0,0,0,0,1000
8.62,Short,M,No,47,0,0,0,0,0,0,0,1001
5.27,Medium,F,No,31,1,0,0,0,1,1,0,1002
4.28,Medium,M,No,40,0,0,0,0,0,0,0,1003
4.76,Long,F,No,31,0,1,0,0,1,0,0,1004
3.87,Long,M,Yes,27,0,0,0,0,1,0,0,1005
9.48,Long,F,No,40,0,0,0,0,1,0,0,1006
2.81,Medium,F,Yes,37,1,0,0,0,0,0,0,1007
4.51,Medium,M,Yes,24,1,0,1,0,0,1,0,1008
4.64,Short,F,No,51,1,0,0,0,0,0,0,1009
3.03,Medium,M,No,28,0,0,0,0,1,0,1,1010
2.09,Medium,F,No,25,0,0,0,0,1,0,0,1011
2.77,Medium,F,Yes,51,0,1,0,0,0,1,0,1012
7.38,Long,M,Yes,49,0,1,0,0,0,0,0,1013
2.13,Short,F,Yes,47,0,0,0,0,1,1,0,1014
2.1,Medium,F,No,26,1,0,0,0,1,0,0,1015
7.15,Short,F,Yes,25,1,1,0,0,0,0,0,1016
8.49,Long,M,Yes,37,1,1,0,0,0,0,1,1017
3.71,Medium,F,Yes,30,1,0,0,0,0,0,0,1018
2.15,Medium,F,Yes,28,1,1,0,0,1,1,0,1019
6.56,Long,F,Yes,42,0,0,0,0,1,1,0,1020
6.44,Medium,M,Yes,43,0,0,0,0,1,0,1,1021
7.38,Medium,F,Yes,45,0,0,0,0,1,0,0,1022
6.38,Short,F,Yes,47,0,1,1,0,0,1,1,1023
4.44,Medium,M,Yes,51,1,0,0,0,0,0,0,1024
6.14,Medium,M,Yes,34,0,0,0,1,1,0,1,1025
3.1,Long,F,Yes,24,1,1,1,0,1,1,1,1026
6.51,Short,F,No,36,0,1,1,0,1,1,0,1027
8.56,Long,M,Yes,38,0,0,0,0,0,0,0,1028
9.05,Medium,F,Yes,38,1,1,1,0,0,1,0,1029
9.91,Short,M,No,52,0,0,0,0,0,1,0,1030
8.07,Medium,M,No,45,1,1,1,0,0,1,0,1031
7.86,Medium,F,Yes,52,1,1,1,0,1,1,0,1032
2.92,Long,F,Yes,52,1,0,0,0,0,1,0,1033
6.15,Medium,F,No,43,1,1,0,0,1,1,0,1034
2.24,Long,M,Yes,47,1,0,0,0,0,0,0,1035
5.94,Short,M,Yes,33,0,1,0,0,0,1,0,1036
9.53,Long,M,Yes,44,0,0,0,0,0,0,0,1037
2.91,Long,F,No,42,1,1,0,0,1,1,0,1038
6.69,Short,F,Yes,24,1,1,0,0,1,1,0,1039
7.89,Short,F,Yes,27,0,0,0,0,0,0,0,1040
7.64,Long,M,No,31,0,0,0,0,1,0,0,1041
5.38,Medium,M,Yes,46,1,0,0,0,0,0,0,1042
5.69,Long,M,No,30,1,1,1,0,0,1,1,1043
8.48,Long,F,No,38,0,0,0,0,0,0,0,1044
2.55,Medium,M,Yes,31,1,0,0,0,0,1,0,1045
2.74,Short,M,Yes,24,1,1,0,1,0,1,0,1046
4.07,Medium,M,No,48,0,0,0,0,1,0,0,1047
7.86,Long,F,Yes,38,0,0,0,0,1,0,1,1048
6.56,Medium,F,No,41,0,0,0,0,0,1,0,1049
8.76,Short,M,Yes,40,0,1,0,0,1,0,0,1050
8.38,Long,M,No,36,0,0,0,0,1,0,0,1051
8.02,Medium,M,No,31,0,1,0,0,0,1,0,1052
2.17,Long,F,No,39,0,0,0,0,1,0,0,1053
2.27,Medium,M,No,49,1,1,0,0,1,1,0,1054
9.9,Medium,F,No,22,0,0,1,1,1,0,0,1055
9.76,Long,M,Yes,32,0,0,0,0,1,0,0,1056
3.3,Long,F,Yes,31,1,1,1,0,0,1,0,1057
5.4,Short,M,Yes,26,1,0,1,0,0,1,0,1058
9.33,Long,F,Yes,29,0,0,0,0,0,0,0,1059
5.16,Long,F,No,48,0,1,0,0,1,0,0,1060
5.43,Long,F,No,36,0,0,1,0,0,1,0,1061
7.25,Medium,M,Yes,46,0,0,0,0,0,0,1,1062
6.19,Long,M,No,20,1,0,0,0,0,0,0,1063
8.58,Medium,F,No,43,1,1,0,0,0,0,0,1064
5.77,Medium,M,No,39,0,0,0,0,1,1,1,1065
6.43,Medium,M,No,51,0,1,1,0,0,1,0,1066
9.31,Long,M,Yes,46,0,0,0,0,0,0,0,1067
3.73,Short,M,Yes,57,0,0,0,0,1,0,0,1068
7.47,Medium,F,Yes,20,0,0,0,0,1,0,1,1069
4.55,Long,F,Yes,36,1,0,0,0,1,0,1,1070
7.23,Medium,F,Yes,50,1,1,1,1,1,1,1,1071
4.88,Medium,M,No,45,1,1,1,0,1,1,0,1072
9.13,Long,M,Yes,51,1,1,1,0,1,1,0,1073
7.69,Long,F,No,47,1,0,1,0,1,1,1,1074
3.93,Long,M,Yes,44,0,0,0,0,0,0,0,1075
7.74,Medium,F,No,40,0,0,0,0,1,1,0,1076
9.72,Short,M,No,34,0,0,0,0,0,0,0,1077
5.96,Short,M,No,19,1,1,1,0,0,0,0,1078
4.96,Medium,F,No,36,0,0,0,0,1,0,0,1079
5.78,Short,M,Yes,51,0,0,0,0,1,0,1,1080
9.81,Short,F,No,51,0,1,0,1,0,1,0,1081
9.48,Short,M,Yes,48,0,0,0,0,0,1,0,1082
3.53,Medium,F,No,37,1,1,0,0,0,1,0,1083
5.23,Short,F,No,30,0,1,0,0,0,0,0,1084
5.84,Long,F,No,26,1,0,0,0,0,0,0,1085
3.22,Short,M,No,35,1,0,0,0,0,0,0,1086
6.85,Short,F,Yes,45,1,1,1,0,0,1,0,1087
2.85,Short,F,Yes,51,1,0,1,0,0,1,0,1088
3.41,Long,F,Yes,36,0,0,1,0,1,1,0,1089
7.45,Long,F,Yes,52,1,0,0,1,1,0,0,1090
7.17,Short,M,No,52,1,1,0,1,1,0,0,1091
5.21,Medium,F,Yes,35,1,1,1,0,0,1,0,1092
7.99,Medium,F,No,28,0,0,1,0,0,1,1,1093
3.8,Long,F,Yes,46,0,1,1,0,0,1,0,1094
6.39,Long,F,Yes,22,0,0,0,0,0,0,0,1095
7.1,Medium,M,Yes,20,1,1,0,0,1,1,0,1096
3.43,Medium,F,Yes,30,1,1,0,0,0,1,0,1097
2.13,Short,M,Yes,24,1,0,0,0,0,0,0,1098
8.71,Medium,M,No,42,0,0,0,0,0,0,0,1099
2.66,Short,F,No,50,0,0,0,0,0,0,0,1100
5.97,Medium,F,Yes,45,1,0,1,0,1,1,0,1101
3.87,Medium,M,No,21,0,0,0,0,0,0,0,1102
4.57,Short,M,No,43,0,0,0,0,1,1,0,1103
6.57,Long,M,Yes,37,1,0,1,0,0,1,0,1104
4.7,Short,F,Yes,23,0,0,0,0,0,0,0,1105
5.24,Short,M,Yes,24,1,0,0,0,0,1,0,1106
4.62,Long,F,Yes,25,1,0,1,0,1,1,1,1107
7.8,Medium,M,No,21,1,0,0,0,0,0,0,1108
4.79,Short,M,No,48,1,1,0,0,1,0,0,1109
5.51,Long,F,No,29,0,1,0,0,0,0,0,1110
5.07,Short,F,Yes,28,0,0,0,0,0,0,0,1111
3.94,Medium,M,Yes,54,1,0,0,0,0,1,0,1112
7.45,Medium,M,No,22,0,0,0,0,0,0,0,1113
2.19,Long,M,No,23,0,1,0,0,1,1,0,1114
2.14,Long,F,Yes,24,0,1,0,0,1,1,0,1115
4.08,Medium,M,Yes,18,0,0,0,0,0,0,0,1116
8.69,Long,F,Yes,28,0,1,0,1,0,1,0,1117
2.94,Long,F,Yes,28,1,0,1,0,0,1,0,1118
3.79,Medium,M,Yes,49,0,1,1,0,0,1,0,1119
5.13,Long,M,Yes,34,1,1,1,0,0,1,1,1120
7.97,Short,M,No,24,1,0,0,0,1,0,1,1121
3.33,Long,F,No,24,0,1,1,1,0,1,1,1122
8.68,Medium,F,No,49,1,1,1,0,1,1,0,1123
2.75,Long,F,Yes,25,0,1,0,0,1,1,0,1124
3.92,Long,M,Yes,44,0,0,0,0,0,0,0,1125
3.92,Medium,M,Yes,53,0,0,0,0,1,0,0,1126
3.09,Long,F,No,27,0,0,0,0,0,0,0,1127
2.01,Long,F,No,39,1,1,1,0,1,1,1,1128
7.94,Medium,M,No,25,0,1,0,0,0,0,0,1129
9.08,Short,F,No,53,1,0,1,0,0,1,0,1130
2.85,Medium,F,No,22,0,0,0,0,1,0,0,1131
2.62,Long,F,No,55,1,0,0,0,1,0,0,1132
5.97,Long,F,No,36,0,0,0,0,1,0,0,1133
9.71,Long,F,No,38,1,1,0,0,0,0,1,1134
7.91,Medium,M,Yes,34,0,0,0,0,0,0,0,1135
2.85,Short,F,No,31,1,1,1,0,0,1,0,1136
6.39,Short,M,Yes,31,0,1,0,0,0,0,0,1137
8.78,Medium,M,No,22,0,0,0,0,0,0,0,1138
2.98,Long,M,No,52,1,0,0,0,0,0,1,1139
5.44,Long,F,Yes,52,1,0,0,1,0,0,1,1140
8.02,Long,F,Yes,40,1,1,0,0,1,1,1,1141
3.64,Short,F,Yes,20,0,0,0,0,1,0,1,1142
9.77,Medium,M,Yes,42,0,0,0,0,0,0,1,1143
4.31,Long,F,Yes,26,1,0,1,0,0,1,0,1144
6.39,Medium,M,No,44,1,1,0,0,0,1,0,1145
6.91,Long,M,No,55,1,0,0,0,1,0,0,1146
6.12,Medium,M,Yes,39,0,0,0,0,1,1,0,1147
5.67,Medium,F,Yes,32,1,0,0,0,0,1,0,1148
6.53,Medium,M,No,49,1,1,0,1,1,0,0,1149
5.67,Short,M,No,22,0,0,0,0,0,0,0,1150
5.27,Medium,M,No,44,0,0,0,0,0,0,0,1151
3.71,Long,F,Yes,42,1,1,0,0,0,1,0,1152
6.45,Long,M,Yes,25,1,1,1,0,0,1,0,1153
4.13,Long,M,Yes,19,0,0,0,0,0,1,0,1154
8.81,Long,F,No,54,0,0,0,0,0,0,0,1155
5.44,Long,F,Yes,41,1,0,0,0,0,0,0,1156
2.25,Medium,F,Yes,38,0,0,0,0,0,0,0,1157
3.73,Medium,M,No,53,0,0,0,0,0,1,0,1158
4.83,Short,M,Yes,48,1,1,1,0,1,1,1,1159
2.34,Long,F,Yes,21,1,0,1,1,0,0,1,1160
8.41,Medium,M,No,20,0,0,0,0,0,0,0,1161
5.72,Medium,F,Yes,44,0,0,0,0,0,1,1,1162
2.96,Long,M,Yes,45,0,0,0,0,0,0,1,1163
2.84,Medium,F,Yes,49,1,1,0,0,0,1,0,1164
6.45,Medium,M,No,27,0,0,0,0,0,1,0,1165
9.13,Long,F,Yes,40,1,0,0,0,0,0,0,1166
5.54,Long,M,Yes,27,1,1,1,0,0,1,0,1167
8.39,Long,F,Yes,24,0,0,0,0,0,1,0,1168
4.65,Medium,M,Yes,19,0,0,0,0,0,0,0,1169
8.49,Long,M,No,23,0,0,0,0,0,0,1,1170
5.99,Medium,F,No,29,0,0,0,0,0,0,0,1171
4.55,Medium,F,No,27,0,0,0,0,1,0,0,1172
10.01,Medium,M,Yes,27,1,1,0,1,1,1,0,1173
4.24,Short,F,Yes,43,1,0,0,1,1,0,0,1174
6.53,Medium,F,No,29,1,0,0,0,0,1,1,1175
8.81,Medium,M,No,31,1,0,0,0,0,0,0,1176
6.97,Long,F,Yes,38,1,0,0,0,1,0,1,1177
7.79,Medium,F,Yes,53,0,0,1,0,0,1,0,1178
8.02,Long,F,No,38,1,1,1,0,0,1,0,1179
7.63,Medium,F,No,37,0,0,0,0,1,0,1,1180
8.93,Medium,M,Yes,30,1,0,0,0,0,0,0,1181
6.38,Short,F,No,34,0,0,0,1,0,0,0,1182
6.45,Short,F,Yes,55,0,0,0,0,0,0,0,1183
7.32,Long,M,No,22,1,1,0,0,0,0,0,1184
9.24,Short,M,No,34,0,0,0,0,0,0,0,1185
4.24,Medium,M,Yes,30,0,0,0,0,1,0,0,1186
7.01,Medium,F,No,37,1,1,1,0,0,1,0,1187
7.52,Long,F,No,56,0,0,0,0,0,0,0,1188
6.08,Medium,M,No,51,0,1,0,0,0,1,0,1189
6.16,Medium,F,Yes,36,0,0,0,0,1,0,0,1190
4.54,Medium,F,Yes,21,1,0,0,0,0,1,0,1191
2.36,Medium,F,No,49,1,1,0,0,0,1,0,1192
8.08,Short,F,Yes,35,1,0,0,0,0,1,0,1193
7.85,Long,M,No,37,1,1,0,0,0,1,1,1194
2.71,Medium,F,No,37,1,1,0,0,0,0,0,1195
7.09,Long,F,No,52,0,0,0,0,0,0,0,1196
5.84,Long,F,Yes,51,0,0,0,0,0,1,0,1197
8.52,Medium,F,No,21,0,0,0,0,0,0,0,1198
6.28,Long,M,No,37,1,0,0,0,0,1,0,1199
4.09,Short,M,No,39,0,0,0,0,0,0,0,1200
8.56,Long,M,No,39,1,1,1,0,0,0,0,1201
3.78,Long,M,Yes,46,0,0,0,0,0,0,0,1202
8.08,Medium,M,No,21,0,0,0,0,1,0,0,1203
3.49,Medium,M,No,48,0,0,0,0,1,0,1,1204
9.12,Medium,M,No,37,0,0,0,0,0,0,0,1205
6.93,Medium,M,No,36,1,1,1,0,0,1,1,1206
4.33,Medium,F,Yes,37,0,0,0,0,0,0,0,1207
3.35,Long,M,No,30,0,1,0,0,1,1,1,1208
7.33,Short,F,Yes,27,0,0,0,0,1,0,0,1209
5.89,Medium,F,No,30,0,1,0,0,0,1,1,1210
7.49,Long,F,No,43,0,0,0,0,0,0,0,1211
7.47,Long,M,No,37,0,0,0,0,0,0,0,1212
8.16,Short,F,Yes,28,0,0,0,1,1,0,0,1213
8.05,Medium,F,No,22,1,1,1,0,0,1,0,1214
2.27,Medium,F,No,53,1,0,0,0,1,0,0,1215
2.4,Long,F,Yes,27,1,0,0,0,0,0,0,1216
7.54,Long,F,Yes,31,1,0,1,0,0,1,0,1217
7.11,Short,F,No,51,0,1,1,0,1,1,0,1218
5.54,Long,M,Yes,27,0,0,0,0,0,0,0,1219
4.75,Short,F,No,44,0,0,1,0,1,1,0,1220
2.17,Medium,F,No,24,1,1,0,0,0,1,1,1221
9.98,Long,M,Yes,22,0,1,0,0,0,1,0,1222
7.52,Medium,F,No,51,0,0,1,1,0,1,0,1223
2.3,Short,F,No,21,0,0,0,0,0,0,0,1224
7.07,Medium,F,No,54,0,0,0,0,0,0,0,1225
7.58,Short,F,Yes,46,0,0,0,0,0,1,0,1226
3.77,Medium,M,No,31,0,0,0,0,1,0,1,1227
7.32,Medium,F,Yes,28,0,0,0,0,0,0,0,1228
7.73,Long,F,Yes,23,0,0,0,0,0,0,0,1229
8.75,Long,F,No,30,1,0,0,1,0,0,1,1230
6.96,Short,M,No,36,0,0,0,1,1,0,1,1231
7.29,Short,F,No,20,0,0,0,0,0,0,0,1232
6.32,Short,M,No,34,0,0,0,0,0,1,0,1233
7.2,Long,M,Yes,52,1,0,0,0,1,0,0,1234
2.75,Long,M,No,49,0,0,0,0,0,0,0,1235
6.8,Long,F,Yes,43,0,0,0,1,1,0,0,1236
9.2,Long,F,Yes,50,0,0,0,0,1,0,0,1237
2.9,Medium,M,No,51,0,0,0,0,1,0,0,1238
3.28,Long,M,No,41,0,1,0,0,0,1,0,1239
2.66,Medium,F,Yes,51,1,0,0,0,1,0,0,1240
9.32,Long,F,Yes,50,0,0,0,0,0,1,0,1241
9.51,Short,M,No,37,0,0,0,0,0,0,0,1242
6.15,Long,M,No,34,0,1,1,0,0,1,0,1243
7.67,Medium,F,Yes,31,0,0,0,0,0,0,0,1244
3.11,Short,F,No,33,0,0,0,0,0,0,0,1245
4.97,Medium,M,No,29,1,0,0,1,0,0,0,1246
6.56,Medium,M,No,55,0,1,0,0,0,1,0,1247
9.18,Long,F,No,30,0,0,0,0,0,0,0,1248
4.73,Short,M,Yes,51,1,0,0,1,0,1,0,1249
3.19,Medium,M,No,29,1,0,1,0,0,1,0,1250
4.32,Medium,M,Yes,35,0,0,0,0,0,0,0,1251
8.65,Medium,F,Yes,49,0,0,0,0,0,0,0,1252
7.11,Medium,F,Yes,33,1,0,0,0,0,0,0,1253
3.58,Short,F,No,54,1,1,1,0,0,1,0,1254
5.37,Medium,M,Yes,30,0,1,0,0,0,1,0,1255
3.96,Long,F,Yes,46,0,0,0,0,1,0,0,1256
2.04,Short,F,Yes,26,1,0,1,1,0,0,1,1257
6.99,Medium,F,No,41,0,0,0,0,0,0,0,1258
6.71,Short,M,No,23,1,0,0,0,0,1,0,1259
3.15,Long,F,Yes,20,0,0,0,1,1,0,0,1260
9.36,Long,F,Yes,33,0,0,0,0,0,1,0,1261
5.99,Long,F,No,50,0,0,0,0,0,1,0,1262
3,Medium,M,Yes,24,1,1,0,0,0,1,0,1263
8.67,Medium,M,No,37,1,0,0,0,0,1,0,1264
6.52,Medium,M,No,21,0,0,0,0,0,0,0,1265
7.57,Long,M,Yes,48,0,0,0,1,0,0,0,1266
10.07,Long,M,Yes,21,1,1,1,1,0,1,0,1267
7.77,Short,M,Yes,42,0,0,0,0,0,0,0,1268
4.28,Long,M,Yes,43,0,1,0,0,1,1,0,1269
9.97,Long,M,Yes,23,0,0,0,0,1,0,0,1270
7.07,Medium,M,Yes,25,0,0,0,0,0,0,0,1271
6.37,Long,F,Yes,27,0,0,0,0,0,0,0,1272
5.55,Short,F,No,39,0,1,1,0,1,1,0,1273
4.27,Medium,M,Yes,53,0,0,0,0,0,0,0,1274
8.84,Long,M,Yes,35,0,0,0,0,0,0,0,1275
6.95,Long,F,No,50,0,1,1,0,1,1,0,1276
6.58,Long,F,Yes,52,0,0,0,1,0,0,1,1277
5.6,Medium,M,Yes,21,0,0,0,0,0,0,0,1278
9,Long,F,Yes,40,0,0,1,0,0,1,0,1279
4.57,Medium,M,Yes,47,0,0,0,0,1,0,0,1280
5.81,Medium,F,No,30,0,0,0,0,0,1,0,1281
3.12,Medium,F,Yes,26,0,0,0,0,0,1,0,1282
2.36,Medium,M,No,31,1,1,0,0,1,0,0,1283
6.52,Long,M,No,49,0,0,0,0,0,1,0,1284
2.12,Long,F,No,30,0,0,0,0,0,0,0,1285
7.29,Short,F,Yes,26,1,0,0,0,0,0,0,1286
6.64,Long,F,No,20,0,0,0,0,0,1,0,1287
7.03,Long,F,Yes,46,0,0,0,0,0,0,0,1288
4.24,Medium,F,No,42,1,1,0,0,0,1,0,1289
3.07,Long,M,Yes,26,0,0,0,0,1,0,0,1290
8.31,Long,F,Yes,44,0,0,1,0,0,0,0,1291
2.51,Long,F,No,21,0,0,0,0,0,1,0,1292
6.49,Medium,F,No,31,0,1,0,0,0,0,0,1293
2.89,Medium,F,Yes,27,1,0,0,0,1,1,0,1294
2.48,Long,F,No,33,1,1,1,0,0,1,0,1295
7.62,Long,F,No,20,1,1,1,1,0,1,0,1296
3.23,Short,M,No,20,0,0,0,0,0,0,0,1297
2.82,Medium,M,Yes,44,1,0,0,0,0,0,0,1298
5.02,Medium,F,Yes,31,0,0,0,0,1,0,0,1299
2.89,Short,F,No,45,0,0,0,0,0,0,0,1300
3.46,Long,F,No,43,0,0,0,0,0,1,0,1301
9.24,Medium,M,No,54,1,1,0,0,0,1,0,1302
5.96,Medium,F,Yes,52,0,0,0,0,1,0,0,1303
8.01,Short,M,Yes,30,0,0,1,0,0,1,0,1304
3.2,Long,M,No,40,0,1,0,0,0,0,0,1305
4.21,Short,M,Yes,32,1,1,1,0,0,1,0,1306
8.79,Medium,F,No,36,0,0,0,0,1,0,0,1307
3.23,Long,M,Yes,51,0,1,0,0,0,1,1,1308
3.17,Long,F,Yes,46,0,0,0,0,0,1,0,1309
4.56,Long,M,Yes,48,0,0,0,0,0,0,0,1310
6.78,Medium,F,Yes,23,0,0,0,0,0,0,0,1311
3.72,Medium,F,No,30,1,1,0,0,0,1,0,1312
9.23,Medium,M,No,47,0,1,0,0,1,1,0,1313
6.14,Medium,F,Yes,26,1,0,1,1,1,1,0,1314
4.8,Medium,F,Yes,50,1,1,0,1,1,1,0,1315
3.01,Short,F,No,54,1,0,0,0,0,0,0,1316
3.2,Medium,F,No,25,0,1,1,0,0,1,0,1317
5.63,Long,F,No,28,0,0,0,0,0,0,1,1318
9.52,Short,M,Yes,24,0,0,0,0,0,0,0,1319
5.64,Long,F,Yes,24,0,0,0,0,1,0,1,1320
6.33,Short,F,Yes,20,1,1,1,0,0,1,1,1321
8.45,Medium,F,No,53,1,1,1,0,0,1,1,1322
2.79,Medium,M,Yes,53,0,0,0,0,0,0,0,1323
4.46,Long,F,No,53,0,0,0,0,0,0,1,1324
8.32,Long,M,Yes,46,1,0,0,0,1,0,0,1325
9.24,Long,M,No,39,0,0,0,0,1,0,0,1326
2.84,Medium,F,Yes,53,0,0,0,0,0,1,0,1327
6.49,Long,M,No,23,1,1,0,1,1,1,0,1328
3.59,Long,F,No,21,0,0,0,0,0,0,0,1329
4.43,Medium,F,No,49,0,0,1,0,1,0,1,1330
2.56,Short,M,Yes,26,0,0,0,0,1,0,0,1331
2.24,Medium,F,No,18,1,0,0,0,0,0,0,1332
8.62,Short,M,No,48,1,0,0,0,0,1,0,1333
5.23,Medium,F,No,35,1,1,1,1,0,1,1,1334
4.31,Medium,M,No,41,1,1,0,0,0,1,1,1335
4.8,Long,F,No,32,1,1,1,0,0,1,0,1336
3.96,Long,M,Yes,31,1,0,1,0,0,1,0,1337
9.33,Long,F,No,41,0,0,0,0,1,0,0,1338
2.93,Medium,F,Yes,34,0,0,0,0,0,0,0,1339
4.48,Medium,M,Yes,24,0,0,1,0,0,0,0,1340
4.69,Short,F,No,50,0,0,0,0,0,0,0,1341
3.11,Medium,M,No,27,1,0,1,1,1,0,1,1342
2.26,Medium,F,No,23,0,1,0,0,0,1,0,1343
2.84,Medium,F,Yes,52,0,0,0,0,0,0,1,1344
7.37,Long,M,Yes,48,0,0,0,0,0,1,0,1345
2.14,Short,F,Yes,50,0,0,0,0,0,0,0,1346
2.1,Medium,F,No,30,0,0,0,0,0,0,0,1347
7.15,Short,F,Yes,24,1,1,1,0,1,1,0,1348
8.61,Long,M,Yes,34,0,1,0,0,1,1,1,1349
3.74,Medium,F,Yes,36,1,0,0,1,0,0,1,1350
2.24,Medium,F,Yes,32,1,1,1,0,1,1,0,1351
6.54,Long,F,Yes,40,1,1,1,0,0,1,0,1352
6.52,Medium,M,Yes,39,1,0,0,0,0,1,0,1353
7.38,Medium,F,Yes,47,0,0,0,1,0,0,1,1354
6.41,Short,F,Yes,43,1,1,1,0,0,1,0,1355
4.44,Medium,M,Yes,54,1,0,0,0,0,0,0,1356
6.05,Medium,M,Yes,34,0,0,0,0,0,0,0,1357
3.14,Long,F,Yes,26,0,0,0,0,0,0,0,1358
6.59,Short,F,No,38,0,0,0,0,0,0,0,1359
8.55,Long,M,Yes,36,0,0,0,0,1,0,0,1360
9.12,Medium,F,Yes,34,0,0,0,0,1,1,1,1361
